Размер квадрата: 1000
Средняя длина трубки: 100
Радиус: 1
Количество испытаний: 5
Межчастичный слой: 5
      x|      y|      k|
117.188|438.198|107.189|
641.752|999.853|92.0811|
223.747|409.976|92.6005|
378.106| 852.79|95.3639|
17.9144|36.0624|99.6009|
716.648|396.706| 98.887|
191.915|59.5643|94.2038|
629.117|471.037|100.622|
898.544| 809.68|93.4995|
51.6722|753.385| 101.59|
841.799|187.382|102.305|
 813.35|331.225|102.717|
375.552|762.252|107.405|
163.911|320.628|99.4744|
171.319|745.263|97.5456|
2.99114|347.149|90.4105|
149.373|208.525|108.615|
 191.64|951.087|101.182|
146.692|448.383|107.333|
354.036|152.156|93.4204|
237.557|98.2582|106.506|
140.363| 942.12|105.124|
318.173|475.427|108.323|
477.672|728.322|92.5488|
799.718|994.285|95.0797|
701.509|645.116|100.897|
858.503|418.593|96.5443|
107.364| 115.57|104.908|
768.333|604.252|91.9201|
408.477|735.762|101.863|
51.1621|33.0764|107.084|
804.785|992.488|109.325|
588.329|682.242|102.192|
 639.91|766.303|90.7493|
65.3454|107.145|97.5317|
162.601|485.034|95.4201|
669.253|421.935|102.225|
305.918|432.853|97.5767|
300.562|942.005| 99.546|
 664.75|818.357|108.327|
420.471|868.952|98.3401|
968.654|421.693|96.7365|
524.964|532.973|105.474|
305.694| 158.88|94.7138|
849.585|530.597|98.9955|
605.319|245.797|97.8533|
639.503|929.479|90.2536|
93.0765|6.01668|97.6055|
234.268|707.021|97.9387|
8.51535| 901.95|102.446|
 451.68|125.243|107.964|
630.809|111.533|104.698|
404.449|366.154|91.6431|
838.196|619.242|101.329|
253.278|252.775|94.6625|
543.042|13.8686|96.3924|
0.311583|641.841|100.471|
309.818|695.593|98.8731|
615.176|603.148|102.968|
26.1703|223.579|109.183|
312.607|699.294|109.972|
  232.5|177.336|94.0786|
325.463|  171.9|92.9127|
597.615|33.8145|103.915|
692.989|738.576|105.864|
968.367|650.306|97.3924|
919.646|430.945|90.4736|
25.1173|521.582|97.0269|
253.332|4.54995|101.315|
141.923|38.8395|92.2886|
238.598|971.941|96.2212|
465.375|259.774|93.4649|
666.486|416.054|100.442|
625.304|295.277|98.2641|
677.997|683.846|97.7963|
369.326|359.457|103.949|
343.829|209.096|97.7181|
673.249|339.607|108.877|
500.903|993.406|99.0507|
 472.74|584.077|105.584|
663.085|989.917|104.904|
432.915| 396.95|99.4372|
431.395|571.361|104.647|
758.802|32.7901|101.586|
598.783|539.285|107.399|
899.189|224.324|97.9931|
843.676|334.745|97.7633|
770.599|167.996|95.1754|
841.787|59.8453|109.461|
829.781|951.362|103.756|
252.813|874.088|99.3571|
7.93166|543.504|100.898|
479.344|748.659|97.2807|
501.594|466.055|91.0816|
875.418|179.086|102.058|
0.112314|692.153|90.3747|
  176.2|493.789|98.3765|
644.794| 335.09|109.855|
468.485| 771.59|95.7575|
866.172|993.755|91.5785|
 84.215|984.631|97.9747|
80.6483|878.207|108.629|
959.735|39.6719| 101.38|
Реальная плотность: 0.0599546
********************************************************************
Испытание4
Плотность: 0.06
********************************************************************
747.441|    234|106.606|
375.519|490.426| 105.15|
987.607|563.019|105.771|
690.156|939.214| 106.44|
215.714|593.566|98.3804|
913.733|753.418|96.8489|
649.517|850.319|98.8583|
187.854|786.586| 107.11|
746.136|231.553|96.7659|
899.579|995.988| 96.411|
184.196|304.595|102.651|
585.457|697.667|100.249|
158.618|314.598|102.299|
156.875|196.347|100.816|
505.557|711.456| 100.36|
54.6734| 110.62|92.6678|
807.423| 999.22|98.4226|
587.295|736.361|100.454|
97.4422|829.732|96.4518|
858.768|715.789| 100.29|
376.373|654.822|98.7776|
641.246|54.7324|103.463|
 466.06|340.673|92.0765|
 299.75|521.955|99.0753|
298.638|135.764|101.196|
277.047|852.203|104.092|
123.256|74.5483|98.8261|
321.673|338.869|100.594|
862.331|233.059| 100.25|
465.783|1.75872|92.6874|
492.671|388.934|99.1321|
57.4499|454.286|93.9847|
77.3995|435.524|102.212|
493.327|111.601|90.5119|
777.636|404.751|92.8155|
 491.44|987.084|104.685|
978.335|747.019|105.131|
611.681|510.557|94.5946|
507.665|427.726|96.6479|
792.353|581.952| 93.297|
377.407|867.587|106.221|
422.871|587.331|90.0507|
106.863|856.768|96.6348|
508.033|780.728|96.0564|
948.606|87.6868|103.434|
764.296|882.783|95.1956|
759.251|16.1871|109.885|
130.141|795.054|103.083|
407.254|890.696|103.445|
311.025|269.551|102.382|
527.718|89.3979|97.4852|
915.368|282.758|103.537|
213.621|847.649|97.1147|
245.606| 579.42|90.7875|
417.765|66.5103|101.584|
663.612| 607.49|98.9715|
258.239|261.204|97.9072|
233.765|463.691|  109.9|
443.275|685.359|99.1038|
931.033|562.492|103.126|
513.235|848.934|95.7169|
944.527|430.985|90.2687|
938.869| 541.06|98.9885|
828.516|419.254|101.125|
 286.47|705.814|104.192|
42.5288|784.532|95.7316|
947.959|875.452|104.844|
33.0662| 915.71|93.1095|
0.801758|177.321|108.869|
187.016|473.002|102.275|
49.1877|649.636|103.536|
910.806|262.428|91.6121|
764.736|117.435| 105.28|
636.023|515.023|95.4136|
560.655|212.611|109.215|
179.586|967.828|98.2986|
23.8478|708.677|94.2934|
752.987|161.395|94.9971|
230.691|529.581|98.4231|
674.805|528.991|109.455|
953.119|732.903|95.0359|
652.631|300.739|104.967|
960.409|550.344|105.057|
403.197|524.142|100.255|
805.081|528.886|98.5155|
880.022|521.239|95.2444|
339.096|891.433|99.2289|
721.758|993.273|101.855|
505.267|479.483|91.6693|
762.673|398.384|108.284|
277.819|217.894|105.936|
82.1441|230.415|96.3186|
341.627|530.123|100.775|
53.0129|19.0061|96.7345|
889.559| 60.126|97.1445|
619.273| 785.05|95.4439|
651.657|256.513|103.617|
981.403|544.898|97.9617|
513.892|78.9485|103.192|
532.314|824.688|99.9728|
605.494|907.796| 95.545|
566.794|240.475|94.9443|
411.331|113.743|105.994|
720.338|119.302|102.545|
971.911|236.242|102.521|
443.291|423.597|106.808|
253.696|103.594|106.252|
274.704|811.153|90.5493|
558.763| 619.14|93.2318|
464.656|302.895|95.5183|
975.994|235.693|100.842|
643.629|346.688|90.6539|
115.606|776.329|101.029|
195.265|620.667|95.4118|
809.207|391.643|93.7076|
124.138|382.117|107.447|
541.223|416.863|100.076|
334.444|768.071|107.215|
370.696|151.457| 106.69|
778.841|260.887|103.329|
234.962|433.486|106.376|
299.153| 727.06|102.477|
 173.27|162.157|109.576|
643.141| 230.43|98.3876|
846.873|862.228|102.442|
584.377|189.684| 94.077|
294.989|82.0951|92.1457|
922.383|640.701|104.603|
424.617|208.473|90.1804|
  702.8|845.989| 101.92|
33.3613|950.668|109.393|
769.899|576.513|107.036|
807.294|27.7089|99.6184|
 911.95|861.191| 100.79|
 556.21|955.345| 96.308|
736.176|415.848|106.762|
555.172|647.019|106.836|
  885.3|808.125|93.1515|
834.365|574.698|98.9808|
736.749|646.311|100.629|
366.693|174.506|103.028|
356.391|988.294|105.737|
507.637|464.337|97.5282|
716.667|263.428|96.9837|
165.568|989.217|98.2424|
485.738|56.4562| 107.02|
656.425|563.154|104.835|
334.377|952.539|104.737|
880.784|791.057|100.132|
33.1223|588.232|98.6865|
648.601|192.559|105.047|
853.397|389.542|95.0965|
494.869|644.262| 97.071|
961.221|950.509|96.0596|
76.6931|929.443|93.9055|
363.959| 253.94|102.457|
921.876|696.894|102.006|
20.0741|711.789|91.0822|
808.369|575.796|90.7496|
900.395|395.126|108.533|
402.288|790.809|91.3221|
 304.93|295.535|94.8921|
624.867| 281.29|92.4013|
883.971|807.426| 101.06|
506.239|265.429|94.9527|
74.7585|192.159|109.199|
474.659|746.915|96.4215|
725.521|666.944|96.0584|
503.421|653.171|107.756|
869.253|684.884| 101.97|
 426.61|31.5259|99.7379|
137.826|412.768|106.939|
882.191|181.098|93.2482|
371.507|240.233|100.252|
819.461|701.919|97.4792|
639.557|538.532| 104.83|
702.565|347.956|92.1275|
656.063| 910.69|93.6937|
233.521|879.916|108.427|
 135.25|214.659|97.4021|
307.033|240.164|102.877|
961.125|37.7075|98.0609|
9.88314|191.226|92.3308|
996.762|987.103|104.471|
193.745|406.803|101.314|
884.201|22.5823|95.5449|
582.223|679.225|106.115|
  799.3|873.454|93.5143|
711.367|647.099|106.038|
 86.692|811.383|104.893|
299.662| 433.96|102.735|
916.757|94.7911|106.471|
49.2706|770.043|93.2216|
865.382|939.147|94.0307|
 497.55|279.167|108.536|
826.484|888.371|97.6911|
614.654|590.631|109.577|
193.192|951.094|94.2244|
546.871| 535.08|99.9773|
85.0318|824.737|100.204|
741.729|33.3285|92.0674|
 92.103|314.836|94.6491|
772.735|404.413|108.706|
468.242|489.973|95.1313|
164.249|247.073|101.634|
388.216|310.338|107.714|
874.859|17.0367|95.3684|
888.096|493.843|103.982|
687.887| 764.25|105.804|
322.352|608.263|94.6663|
517.009|634.884|  102.2|
286.995| 105.45|108.617|
420.914|686.719|94.1098|
365.842|663.636|93.3498|
99.4935|527.071|104.158|
524.373|212.839|105.625|
9.29237|723.974|100.353|
183.961| 840.51|105.909|
949.096|239.277|104.626|
283.513|929.783|92.6395|
28.1695|341.079|100.267|
834.587|  114.5|101.207|
753.749|900.464|92.2036|
549.158|390.688|106.368|
417.673| 370.26|101.418|
433.615|974.695|102.845|
619.627| 40.833|104.418|
220.428|647.416| 90.845|
515.697|452.523|109.449|
349.863|625.398|98.2515|
745.565|788.758| 90.867|
700.476|815.497|90.4396|
932.301|588.685|106.604|
 118.76|564.766|100.554|
 327.44| 673.24|103.568|
633.765|982.368|93.0407|
459.815|587.356|99.6671|
502.713|538.991|101.101|
702.242|937.423|98.8703|
853.041| 403.07|105.206|
245.185|626.667| 107.57|
311.525|338.606|105.568|
979.297|6.16518|105.714|
327.372|779.463|94.9599|
673.834| 88.286|103.109|
832.571|686.595| 105.41|
650.758|844.442|107.166|
515.943|271.291|106.003|
209.473|109.563|99.6282|
90.7065|572.739|98.7917|
 773.79|759.274|101.152|
628.906|431.226|97.8914|
586.743|220.423|102.862|
 315.37|257.019| 102.82|
 876.72|241.343|109.041|
885.988|256.126|95.6409|
 311.71|597.089|93.7445|
381.096|267.044|104.262|
845.024|900.137|102.362|
79.7239|236.069|108.345|
71.1678| 40.029|107.258|
217.795| 802.57|108.881|
916.524|323.191|103.678|
50.4639|22.6483|93.3303|
389.024|362.429|103.428|
206.438|993.894|99.3402|
259.009|326.534|94.3499|
28.9683|725.196|96.6086|
784.809|348.636|107.318|
585.875|43.8448|100.681|
395.045|311.332|93.1073|
517.788|972.029|98.3733|
812.839|19.4271| 92.005|
944.804| 853.09|109.766|
240.613|350.105|103.131|
44.5116|495.361|94.3349|
143.865|744.597| 106.85|
542.431|342.911|90.5205|
808.146|339.806|104.346|
223.934| 336.19|91.2398|
552.048|938.644| 107.93|
203.092|83.5468|99.7928|
659.609|135.617|91.3992|
389.149|851.579|93.1935|
464.634|96.8328|96.6971|
443.298|551.564|102.211|
569.864|7.67079|98.6465|
168.817|111.749|104.837|
683.673|755.059|102.638|
911.629|509.194| 98.794|
100.006|386.129|108.736|
 774.71|516.568|107.358|
85.4058| 791.55|93.6759|
  469.6|579.356| 97.458|
  310.3|  61.48|91.7157|
749.079|90.1768|103.965|
779.601|655.586|91.4169|
606.149|459.768|90.0479|
31.0589|2.49531|109.159|
543.963| 50.429|94.9671|
Реальная плотность: 0.0600649
********************************************************************
Испытание5
Плотность: 0.06
********************************************************************
954.579|4.97959|101.566|
665.989|782.198|106.553|
721.881|240.428|97.7512|
433.143|529.716|101.505|
837.326|205.099|103.386|
204.254|480.751|96.8106|
688.252| 671.55|100.055|
112.401|187.271|109.665|
 251.12|955.478|106.011|
981.876|409.059|106.885|
508.095|931.791| 104.12|
923.805|25.6633| 105.71|
869.269|879.305|105.746|
691.028|50.3154| 94.997|
190.401|295.813|102.085|
903.906|554.492|101.612|
467.301|978.435|99.6438|
859.842| 321.73|104.674|
729.718|383.389|95.9613|
543.302|260.626|104.857|
247.374|575.385|96.0483|
107.969|569.392|97.5513|
318.953|352.811|108.127|
315.032|719.339|103.752|
512.033|490.675|97.1474|
 32.662|916.032|100.547|
965.594| 478.31|99.1035|
382.523|357.333|100.047|
806.478|516.004|92.7245|
900.178|580.082|100.001|
 93.908|15.6473|98.9442|
 688.77|435.758|98.6976|
695.759|  119.2|97.7033|
950.389|933.396|97.1296|
672.464|126.797| 90.927|
747.928|273.854|103.286|
541.678|552.916|90.7497|
837.949|769.205|91.6443|
773.157|732.088|104.859|
607.247|949.498|95.4419|
262.934|718.438|98.2776|
850.804|277.317|100.376|
205.788|74.5839|106.511|
 501.24|455.658|108.061|
113.906|79.9348|98.4772|
342.998|888.805|97.5995|
919.943|961.794|90.8097|
221.614|604.652|100.471|
143.354| 862.46|106.798|
479.939|423.325|91.3538|
259.339|908.404|100.863|
 245.96|311.305|101.322|
743.952|660.634|103.788|
 619.92|297.346| 91.912|
142.567|261.498| 103.14|
165.325|452.896|97.5508|
353.789|152.451|90.2988|
410.575|140.649|99.2632|
504.915|616.468|104.908|
 589.25|23.2059|97.3492|
217.907|415.834|102.579|
515.825|797.601|104.795|
482.289|166.561|102.087|
638.845|992.052|92.0668|
794.916|507.197|105.313|
870.844| 404.42|106.843|
325.556|75.1497|99.8871|
534.679| 569.23|93.4386|
427.602|736.617| 95.742|
90.6072|870.095|91.2907|
 429.78|856.679|91.7017|
 461.46|630.521|98.3779|
 331.02|514.938|107.499|
942.643|535.122|103.341|
583.793|195.105|94.3125|
646.011|619.213|103.708|
369.556|710.033|92.8464|
376.037|174.499|100.517|
544.739|71.2378| 95.731|
866.509|324.593|100.307|
471.151|246.807| 96.599|
191.029|241.148|96.7318|
790.048|292.211|100.931|
586.795|905.301|93.0843|
739.573|724.539|93.6831|
126.686| 883.29|106.197|
469.097|724.563|108.813|
816.405|303.015|104.285|
4.23779|870.455|107.262|
719.814|915.277|101.381|
 660.43|3.75487|102.232|
165.338|412.087|101.357|
 546.38|409.048|105.065|
 470.12|443.152|92.8192|
15.5325|325.883| 107.39|
176.876|398.374|99.9434|
363.619|207.022|109.288|
52.6076|998.863|103.586|
707.018|622.224|101.709|
283.701|523.616|107.215|
459.223|944.374|92.9711|
979.361|627.534|99.7796|
227.579|806.912|100.395|
446.149|478.771|97.1741|
354.704|732.504|103.002|
173.706|951.934|99.2529|
118.027|224.242|90.2304|
574.781|107.474|92.5906|
913.755| 142.69| 107.51|
408.481|425.485|93.1672|
8.89599|602.584|108.801|
737.885|492.466|94.2853|
65.8262|455.695|103.767|
668.459| 677.23|95.2652|
570.128|518.278|106.228|
842.483|36.4716|99.8509|
242.879|720.912|95.9691|
455.241|855.255|97.6889|
665.591|319.304|99.3584|
729.538|767.608|107.067|
36.0359|999.662| 99.734|
159.802|573.896|90.9575|
929.141|46.4657|107.442|
622.164|113.705|94.1946|
873.136|865.173|102.563|
357.296|632.004|108.462|
719.624|927.522|94.8461|
446.469|312.514|102.718|
598.928|91.9884|108.411|
322.368|19.7077|103.528|
714.301|954.577|108.028|
559.918|702.028|99.0148|
71.5334|592.064|106.218|
881.112|691.835|101.803|
882.527|292.355|99.7102|
909.438|739.443|107.548|
 356.15|866.264|98.5425|
531.719|178.565|105.239|
816.596|568.292|95.6552|
229.465|219.731|105.796|
39.6834|727.962|102.137|
771.985|532.635|101.379|
252.935|55.9856|94.8666|
406.649|164.179|109.752|
165.684|692.453|108.124|
120.458|348.731|107.785|
182.494|552.596|98.5289|
273.973|711.036|92.7476|
38.1337| 658.51|91.6268|
925.842|437.299|105.601|
158.838|22.2004|99.6631|
644.776|279.072| 107.44|
948.034|970.852|95.2002|
264.688|278.753|103.124|
377.809|213.324|103.015|
 89.573|523.272|101.981|
437.808|628.385|98.6299|
113.889|838.615| 93.418|
24.9478|232.569|104.015|
187.945|853.268|108.439|
 903.94|721.621|95.6114|
277.523|729.981|97.4678|
147.103|104.175|95.2857|
747.829|12.4392|99.5235|
651.155|502.233|98.1795|
377.453|917.745|109.993|
397.884|47.3366|103.391|
151.547|388.712|108.613|
  983.2|  668.9|91.2758|
84.5297|328.302|93.0108|
801.238|388.321|96.0751|
511.034|598.338|93.8713|
456.514|580.694|91.1006|
482.004|717.543|103.393|
119.991|21.4602|103.362|
632.915|351.428|100.516|
918.712|580.208| 93.511|
367.937|505.041|106.877|
207.271|161.451|90.4772|
76.8953|203.992|94.7993|
670.054|726.281|103.649|
446.565|769.022|107.996|
728.025|293.904|98.6137|
99.4965|689.043|97.1447|
 8.0361|330.016|106.323|
947.331|62.7331|99.0308|
918.827|352.624|109.268|
859.018|61.7421|101.077|
223.215|214.354|96.1434|
749.045|227.724|103.306|
847.304|161.033|107.658|
 336.19| 331.74|90.0699|
12.9095|528.896|98.6651|
3.75816|746.444|94.9247|
682.653|528.725|109.118|
2.49129|644.791|104.417|
 612.24|582.252|107.852|
322.428|429.454|105.375|
 606.62|562.012|97.9398|
111.577|2.56645|103.801|
887.466|803.306| 90.179|
325.001|961.959|90.0994|
315.274|109.005|108.831|
302.699|455.737|104.641|
 38.606|872.552|99.4272|
137.194| 738.17|90.3954|
879.572| 698.47|102.945|
56.3852|284.367|100.472|
42.8761|463.693|97.2336|
800.737|796.199|90.3794|
778.148|700.319|100.074|
892.496|587.544|92.0634|
487.733|203.997|103.521|
552.189|278.286| 100.22|
782.241|159.005|91.8073|
583.575|662.104|105.313|
642.359|838.933|108.434|
271.646|173.084|93.3673|
572.042|570.201|97.1944|
579.187|83.7692|109.457|
73.0931|2.67773|105.634|
 256.25|133.338|106.778|
 109.86| 469.89|96.3494|
354.929|266.771|95.5006|
893.564|897.345|109.225|
 484.69|904.967|108.778|
484.297|37.9003|105.941|
403.311|858.729|99.9985|
88.1319|437.528|101.908|
209.839|249.901| 96.964|
721.135|291.553|93.1163|
572.501|98.9114|96.4893|
345.817| 611.69|91.7587|
380.765|267.487|108.554|
21.5861|56.5909| 94.647|
259.063| 421.92|98.6006|
22.7766| 764.94|107.685|
904.183|246.915|108.797|
502.266|421.377|103.053|
 126.28|373.042|107.116|
89.6756|922.316|103.034|
999.629|99.9281|98.9891|
714.707| 46.039|94.4613|
3.66303|181.867|107.643|
678.308|358.371|93.1406|
 699.01|717.993|107.074|
236.527|31.0137|91.0701|
514.994|428.682|102.541|
317.335|520.652|97.2416|
915.957|794.129|99.5631|
 977.35|278.159|105.176|
720.916|516.114|99.2398|
114.543|527.099|99.4859|
67.4489|223.255|107.555|
327.253|592.764|99.2239|
934.641|101.239|94.5369|
150.437|780.119|97.9605|
282.203|821.045|99.1312|
595.966|762.451|93.9809|
224.838|92.4747|104.925|
 765.95|83.2939|97.4912|
 450.03| 859.31|109.752|
127.612|609.191|98.0695|
693.129|524.153|96.2449|
189.675|390.469|91.2208|
843.433|951.046|102.805|
 450.32|436.534|107.704|
253.829|816.827|95.2756|
744.418|336.755|108.837|
45.6176|308.882|105.478|
116.598| 530.86|107.174|
450.979|674.789|94.0953|
68.2754|109.614|101.559|
464.965|860.248|97.7491|
249.267|956.834|90.2532|
489.304|821.789|109.664|
1.19622|591.786|90.1209|
728.661|271.873|99.6287|
730.472| 545.72|95.9717|
648.696|580.059|92.4253|
720.086|409.955|102.191|
 555.46|23.5677|108.523|
408.101|  530.6|93.6092|
618.804|187.844|98.8822|
96.2101|745.073|93.6332|
644.652|830.311|104.962|
675.613|909.958|102.352|
865.588|919.098|99.3832|
455.553|768.251|94.1696|
212.085|651.297|108.907|
309.661|274.693|107.068|
660.469|201.303|102.276|
 950.57|24.2287| 100.51|
952.497|503.087|100.252|
959.763|537.367|94.3724|
199.918| 63.743|96.8148|
 308.78|41.1069|94.9876|
834.437| 191.07|91.3138|
238.935|788.738|93.1516|
505.754|239.524|90.9205|
Реальная плотность: 0.0601296
********************************************************************
Испытание1
Плотность: 0.07
********************************************************************
521.359| 552.23|101.003|
303.961|172.453| 102.31|
411.375|896.809|105.448|
53.0833|650.171|94.0047|
662.088|337.018| 109.75|
330.095|177.912|96.7956|
57.0429|946.861|109.595|
  312.6|875.246|98.0074|
706.682|181.378|101.695|
 230.36|53.6705|93.7723|
959.639|352.805|105.073|
873.009|536.908|98.6979|
832.459|849.272|100.977|
 8.9105|130.537|97.0608|
881.721| 491.44| 105.56|
969.188|164.641| 93.152|
144.628|624.527|94.2235|
0.683871|446.313|  101.7|
410.396|742.985|96.0848|
751.219|380.227|95.0565|
671.596|801.267|104.091|
338.181|249.675|101.505|
63.5564|156.078|106.031|
835.461|603.155|96.5716|
    362|663.546|97.0893|
644.492|310.314|99.3656|
 225.26|701.266|106.575|
309.772|634.808|104.945|
603.057|991.435|109.347|
308.216|520.136|107.143|
523.438|197.479|91.5977|
213.497|426.099|96.8542|
 243.51|775.087|106.664|
223.514|958.507|103.942|
12.5155|504.921|98.1677|
31.6393|335.185|109.084|
841.727|478.957| 102.29|
936.673|785.154|94.0137|
805.619|17.4983|108.187|
17.3843|956.498|100.146|
872.867|628.772| 105.46|
78.5215|307.704|101.429|
819.504|314.478|90.8893|
408.325|163.982|105.432|
937.957|328.414|100.729|
563.739|942.618|97.9007|
457.733|423.849|97.0079|
154.672|392.302|93.2611|
795.289|181.035|98.9289|
662.631|253.021|104.363|
628.147|791.305|98.5863|
468.288| 612.99|95.5448|
129.366|272.012|90.4438|
171.385| 167.66|  95.29|
217.566|494.658| 108.79|
84.4668|475.599|98.4669|
705.115| 998.66|105.578|
785.651| 170.02|108.886|
640.278|80.7692|95.7402|
759.342|774.552|94.1002|
970.157|767.677|97.0864|
37.5216|933.571|94.9805|
296.583| 845.83|109.005|
546.261|612.248| 102.74|
342.698|528.357|102.878|
95.5539|222.476|104.951|
709.074|896.868|101.671|
612.427|555.661|97.0581|
829.113| 957.99|104.657|
130.036|915.723|94.8561|
614.453|123.631|93.2217|
254.601|823.386|109.259|
452.419|855.528|91.2927|
  555.6|174.027|100.827|
103.141| 263.57|107.172|
585.694|630.206|103.921|
  695.4|543.227|108.752|
 160.66|870.837|104.755|
380.899|926.301| 90.835|
959.905|976.595|101.472|
149.648|889.645|109.732|
5.78769|394.749|100.648|
230.919|697.116|99.2601|
902.992|274.868|108.971|
76.8027| 918.07|103.397|
469.138|370.123|96.0513|
271.266|199.554|98.4537|
693.071|842.466|98.1779|
440.245|647.701|93.6278|
835.676|53.0289|105.392|
934.237|292.285| 91.678|
30.4828|602.943|94.8452|
537.414|621.716|98.6752|
889.588|713.514| 108.52|
548.365|216.694|96.9102|
230.049|96.3929|91.7508|
852.162|385.391|104.859|
348.244|615.222|105.914|
234.735|668.315|107.549|
300.142|342.749|97.0859|
344.605|85.5637|108.006|
496.202|785.139|94.4567|
465.838|315.986|93.3518|
604.029|856.997|101.992|
955.151|744.524|109.755|
281.015|337.714|97.8854|
 632.69|212.774|99.4547|
554.023|38.2138|100.413|
376.043|10.8426|91.3061|
253.276|166.921|100.832|
681.892|246.455|98.2351|
950.508|596.046|109.674|
828.428|953.969|99.4384|
105.163|575.621| 109.55|
971.148|778.105|100.837|
850.979|783.557|98.0529|
111.894|485.509|96.4676|
911.792|267.504|99.5903|
145.609|26.7734|95.0745|
122.985|716.133|108.535|
909.691|529.375|105.131|
621.073|720.183|103.576|
72.8978|293.639|90.2433|
 186.35|48.4572|96.8104|
718.669|988.907|96.7462|
764.944|287.748|96.8928|
982.518|66.0239| 100.81|
552.299|507.646| 95.246|
895.998|80.5246|100.718|
 356.22| 144.61|101.101|
 566.97|456.734|93.5082|
218.502|423.164|109.323|
21.0226|821.512|107.991|
479.431|420.462|95.5824|
250.643|690.824|105.617|
442.213|732.533|102.558|
820.694|679.502|98.4727|
231.802|23.4372|107.023|
769.422|643.796| 105.66|
479.176| 340.01|104.382|
939.359|573.213|91.6921|
708.475|563.107|93.1133|
494.942|957.853|92.7336|
710.671|299.925| 98.931|
429.845| 736.72|96.8588|
393.882| 315.17|105.688|
320.521|754.101|96.7902|
555.839|259.827|93.9765|
 848.84|549.549|100.358|
147.876|10.1701|105.493|
514.964|634.736|95.4464|
196.211|285.598|91.5662|
724.631|290.169|106.188|
615.225|137.848|100.588|
34.7339| 513.45|94.1338|
719.739|731.569|107.349|
561.733|362.966|103.109|
 831.56|472.647|106.407|
 414.61|997.777|91.6846|
646.588|634.011|97.4253|
911.946| 149.88|103.695|
124.983|699.196|103.446|
510.348|768.197|108.901|
721.027|391.516| 102.24|
33.1711| 595.24|96.6564|
  139.6|681.674|108.787|
251.562|632.219|106.716|
599.552|348.344|96.0118|
263.521|608.799|104.177|
764.371|389.931| 101.66|
 880.79|886.885| 102.82|
562.971|95.6064| 101.59|
465.516|954.562|105.561|
67.6538|189.598|105.097|
364.254|588.403|99.6643|
 164.86|229.396|108.624|
728.929|144.171|106.527|
182.484|339.598|101.641|
147.447|807.789| 93.292|
379.478| 521.51|91.0293|
739.668|384.944|99.1588|
812.456|406.741|105.357|
599.994|650.592|101.729|
63.6193|332.128|99.1175|
413.108|126.373|92.8969|
788.916|741.721|97.1798|
964.911|974.637|96.3509|
227.957|517.689|105.153|
713.475|44.8523|104.515|
345.114|640.907|91.3641|
629.089|46.3073|100.655|
676.655|944.648|93.6826|
683.962|859.956|106.723|
68.5003|119.094|96.8015|
4.00601|157.316|95.2649|
859.957|232.719|109.203|
858.717|914.909|107.574|
808.591|199.931|93.1178|
940.817| 248.91|104.867|
536.842|603.977|98.3945|
994.594|755.614|103.762|
303.538| 306.64| 97.293|
435.661|732.068|96.1899|
945.874|345.564|104.577|
404.961|627.832|94.1518|
541.285|531.148|96.4561|
874.906|862.191|99.8239|
552.291|846.782|91.5962|
621.245|736.251|98.6154|
485.744| 121.55|97.7747|
364.909|422.709|91.5598|
52.7485|158.332|105.246|
595.191|99.7879|105.313|
  400.4|491.055|109.771|
564.624| 713.09|91.7787|
604.122|667.611|104.448|
271.011|752.311|99.7258|
807.797|334.142|105.857|
934.182|477.419|99.9048|
708.484|939.741| 109.79|
388.206|84.7169|94.6872|
541.592|859.472|97.7279|
492.532|155.934|92.5895|
361.724|235.535|96.5131|
581.128|461.467|102.594|
158.694|886.135| 99.894|
 620.26|80.9014| 97.524|
818.198|963.506|102.634|
396.036|606.419|105.291|
400.259|769.247|90.6844|
528.078|652.206|98.1466|
294.439|368.964|94.7341|
  723.3|627.865| 94.616|
696.844|568.679|98.7943|
 553.59|907.577|95.5339|
849.783| 40.835|107.189|
75.0548|575.666|105.782|
562.394|957.062|104.517|
941.528|868.855|94.0284|
721.367|236.661|99.4114|
775.716|139.473|105.088|
58.3782|824.013|102.119|
136.496|31.0977|95.7209|
575.097|452.073|104.159|
697.126|199.127|91.3641|
95.1705|278.205|99.1502|
909.816|436.181|104.295|
321.263|94.4501| 106.33|
 433.46| 291.68|96.8058|
657.201| 489.24|103.759|
326.661|596.674|99.0651|
 745.56|660.728|101.732|
347.861|173.425|99.8042|
38.4379|594.853|95.9631|
85.5412|124.263|101.074|
359.776|360.735|95.3079|
211.057|246.227|94.7686|
668.708|8.29419|92.9329|
481.618|621.336|90.4235|
432.658|980.666|94.7566|
562.504|611.057|96.6109|
385.777| 70.275|93.6484|
131.957|602.223|95.3337|
872.516|291.088|104.116|
107.874|174.935|107.742|
663.336|573.521|95.9121|
411.754|458.556|96.7151|
 426.18|266.085|108.629|
462.283|427.358|109.256|
223.706|8.51261|103.609|
275.014|728.037|98.5401|
579.686|873.768|95.9928|
138.121|914.436|105.958|
289.744|627.842|98.3873|
144.242| 359.11|99.3231|
918.242|344.134|99.8489|
301.625|198.603|99.8175|
816.397|983.895| 101.75|
404.056|758.807|103.346|
165.932| 463.03|101.865|
950.086| 993.65|103.754|
749.734|736.201|106.007|
239.243|520.253|95.7576|
 153.74|242.135|96.3522|
197.312|333.231|97.2237|
669.259|841.844|104.812|
